habitat_label,n_obs,status,eunis_code,eunis_label,eunis_level,match,confidence,note,eunis_uri,decision
Heidicht,1,linked,F4.2,Dry heaths,3,close,0.80,Dry heathland / shrub,http://eunis.eea.europa.eu/eunishabitats/F4.2,
Schwemmwiesen,1,linked,E3.4,Moist or wet eutrophic and mesotrophic grassland,3,close,0.90,Moist or wet eutrophic grassland,http://eunis.eea.europa.eu/eunishabitats/E3.4,
Torfmoor,1,linked,D1,Raised and blanket bogs,2,exact,0.90,Peat bog,http://eunis.eea.europa.eu/eunishabitats/D1,
Brutplatz des Vorjahres,1,no_match,,,,none,0.00,"Nesting site, not a habitat class",,
Hollunderdickicht,1,linked,F3.1,Temperate thickets and scrub,3,close,0.90,Elderberry thicket,http://eunis.eea.europa.eu/eunishabitats/F3.1,
Forstkultur,1,linked,G5.7,Coppice and early-stage plantations,3,close,0.80,Early-stage forest plantation,http://eunis.eea.europa.eu/eunishabitats/G5.7,
Krautfeld,1,linked,E5.1,Anthropogenic herb stands,3,close,0.70,Anthropogenic herb stands,http://eunis.eea.europa.eu/eunishabitats/E5.1,
Ginsterbüschen,1,linked,F4.2,Dry heaths,3,close,0.80,Gorse/broom shrubs,http://eunis.eea.europa.eu/eunishabitats/F4.2,
Obstbäume am Abhang,1,linked,G1.D,Fruit and nut tree orchards,3,close,0.80,Fruit orchards on a slope,http://eunis.eea.europa.eu/eunishabitats/G1.D,
Süddamm,1,review,J4.2,Road networks,3,broad,0.60,Embankment/dyke,http://eunis.eea.europa.eu/eunishabitats/J4.2,
Insel und Tfb,1,review,C3,Littoral zone of inland surface waterbodies,2,broad,0.50,Island and pond/pool area,http://eunis.eea.europa.eu/eunishabitats/C3,
Bauh.,1,review,J2.4,Agricultural constructions,3,close,0.60,Abbreviation for Bauhof or Bauernhaus,http://eunis.eea.europa.eu/eunishabitats/J2.4,
Kraftwerk,1,linked,J1.4,Urban and suburban industrial and commercial sites still in active use,3,exact,0.90,Power station,http://eunis.eea.europa.eu/eunishabitats/J1.4,
Wn,1,no_match,,,,none,0.00,Unclear abbreviation,,
Wb dei Kiesinsel,1,linked,C3.6,Unvegetated or sparsely vegetated shores with soft or mobile sediments,3,close,0.70,Gravel island shore,http://eunis.eea.europa.eu/eunishabitats/C3.6,
K3/14,1,no_match,,,,none,0.00,Plot or map code,,
K3/6,1,no_match,,,,none,0.00,Plot or map code,,
Vkl.,1,no_match,,,,none,0.00,Unclear abbreviation,,
K2/6,1,no_match,,,,none,0.00,Plot or map code,,
Teichreihe,1,linked,C1,Surface standing waters,2,close,0.80,Series of ponds,http://eunis.eea.europa.eu/eunishabitats/C1,
Kanäle,1,linked,J5.4,Highly artificial non-saline running waters,3,exact,0.90,Highly artificial non-saline running waters,http://eunis.eea.europa.eu/eunishabitats/J5.4,
NS.,1,no_match,,,,none,0.10,"Abbreviation unclear, likely not a habitat",,
abgelassener Fischteich,1,linked,C3.5,Periodically inundated shores with pioneer and ephemeral vegetation,3,close,0.80,Periodically inundated shores / exposed pond bed,http://eunis.eea.europa.eu/eunishabitats/C3.5,
Gartengrundstück,1,linked,I2.2,Small-scale ornamental and domestic garden areas,3,exact,0.95,Small-scale ornamental and domestic garden areas,http://eunis.eea.europa.eu/eunishabitats/I2.2,
Altwasser einer breiter Kiesgrube,1,linked,J5.3,Highly artificial non-saline standing waters,3,close,0.80,Man-made standing water in gravel pit,http://eunis.eea.europa.eu/eunishabitats/J5.3,
Stammrohrzäune,1,linked,J2.5,Constructed boundaries,3,broad,0.70,Constructed boundaries / fences,http://eunis.eea.europa.eu/eunishabitats/J2.5,
"Kl., im Vorbecken und im Werkbecken",1,linked,J5.3,Highly artificial non-saline standing waters,3,close,0.80,Artificial basins / reservoirs,http://eunis.eea.europa.eu/eunishabitats/J5.3,
Kl.,1,no_match,,,,none,0.10,Abbreviation unclear,,
Bach in den Weidenbüschen,1,linked,C2.3,"Permanent non-tidal, smooth-flowing watercourses",3,broad,0.80,Running water with riparian willow scrub,http://eunis.eea.europa.eu/eunishabitats/C2.3,
Staustufendämme,1,linked,J4.2,Road networks,3,broad,0.70,Constructed embankments / dams,http://eunis.eea.europa.eu/eunishabitats/J4.2,
Werkbecken auf dem Eis,1,linked,J5.3,Highly artificial non-saline standing waters,3,broad,0.80,Frozen artificial basin,http://eunis.eea.europa.eu/eunishabitats/J5.3,
Verlandsteich,1,linked,D5,"Sedge and reedbeds, normally without free-standing water",2,close,0.80,"Silt-up pond, transitioning to fen/reedbed",http://eunis.eea.europa.eu/eunishabitats/D5,
ehemaliger Kartoffelacker,1,linked,I1.5,"Bare tilled, fallow or recently abandoned arable land",3,exact,0.95,Fallow or recently abandoned arable land,http://eunis.eea.europa.eu/eunishabitats/I1.5,
Sumpfweiden,1,linked,F9.2,[Salix] carr and fen scrub,3,exact,0.90,Salix carr and fen scrub,http://eunis.eea.europa.eu/eunishabitats/F9.2,
Futter,1,no_match,,,,none,0.20,"Feeding place or bait, not a habitat",,
Dornenbusch,1,linked,F3.1,Temperate thickets and scrub,3,close,0.85,Temperate thickets and scrub,http://eunis.eea.europa.eu/eunishabitats/F3.1,
Bäume am Kanal,1,linked,G5.1,Lines of trees,3,close,0.90,Lines of trees along canal,http://eunis.eea.europa.eu/eunishabitats/G5.1,
Erlensträucher,1,linked,F9.2,[Salix] carr and fen scrub,3,close,0.85,Alnus fen scrub,http://eunis.eea.europa.eu/eunishabitats/F9.2,
lichten Wiesenboden bei der Ruine,1,linked,E2,Mesic grasslands,2,broad,0.75,Mesic grassland near ruins,http://eunis.eea.europa.eu/eunishabitats/E2,
Wärmegraben,1,linked,C2.3,"Permanent non-tidal, smooth-flowing watercourses",3,close,0.70,Warm ditch / running water,http://eunis.eea.europa.eu/eunishabitats/C2.3,
Kiesweide,1,linked,E1.1,Inland sand and rock with open vegetation,3,close,0.70,Dry gravelly pasture / open vegetation,http://eunis.eea.europa.eu/eunishabitats/E1.1,
Isarpartanlagen,1,linked,I2.1,Large-scale ornamental garden areas,3,close,0.80,Large-scale ornamental parks along Isar,http://eunis.eea.europa.eu/eunishabitats/I2.1,
Grasheide,1,linked,E1.2,Perennial calcareous grassland and basic steppes,3,close,0.75,Dry grassland / grass heath,http://eunis.eea.europa.eu/eunishabitats/E1.2,
Laube,1,linked,J2,Low density buildings,2,broad,0.70,Arbour / garden summerhouse,http://eunis.eea.europa.eu/eunishabitats/J2,
Fliederbäume,1,linked,FB.3,"Shrub plantations for ornamental purposes or for fruit, other than vineyards",3,close,0.75,Lilac shrubs for ornamental purposes,http://eunis.eea.europa.eu/eunishabitats/FB.3,
Krautäcker,1,linked,I1.2,Mixed crops of market gardens and horticulture,3,exact,0.90,Mixed crops of market gardens,http://eunis.eea.europa.eu/eunishabitats/I1.2,
Genußgarten,1,linked,I2.2,Small-scale ornamental and domestic garden areas,3,exact,0.90,Domestic kitchen/pleasure garden,http://eunis.eea.europa.eu/eunishabitats/I2.2,
Uferbüschen und Bäumen,1,linked,F9.1,Riverine scrub,3,close,0.85,Riverine scrub and trees,http://eunis.eea.europa.eu/eunishabitats/F9.1,
Südufer,1,linked,C3,Littoral zone of inland surface waterbodies,2,broad,0.80,South shore littoral zone,http://eunis.eea.europa.eu/eunishabitats/C3,
Gehege,1,linked,J2.4,Agricultural constructions,3,broad,0.70,Enclosure / agricultural construction,http://eunis.eea.europa.eu/eunishabitats/J2.4,
Buchenwaldungen,1,linked,G1.6,[Fagus] woodland,3,exact,0.95,Fagus woodland,http://eunis.eea.europa.eu/eunishabitats/G1.6,
Schotter,1,linked,H5.3,Sparsely- or un-vegetated habitats on mineral substrates not resulting from recent ice activity,3,broad,0.80,Sparsely vegetated gravel / shingle,http://eunis.eea.europa.eu/eunishabitats/H5.3,
Gartenhecke,1,linked,FA.3,Species-rich hedgerows of native species,3,close,0.85,Garden hedge,http://eunis.eea.europa.eu/eunishabitats/FA.3,
Fluschenauen,1,linked,G1.1,"Riparian and gallery woodland, with dominant [Alnus], [Betula], [Populus] or [Salix]",3,close,0.80,Riverine floodplain forest,http://eunis.eea.europa.eu/eunishabitats/G1.1,
Wald in den Ackerrain,1,linked,G5.2,Small broadleaved deciduous anthropogenic woodlands,3,close,0.80,Small broadleaved woodland in field margins,http://eunis.eea.europa.eu/eunishabitats/G5.2,
verschlammtes Ufer,1,linked,C3.6,Unvegetated or sparsely vegetated shores with soft or mobile sediments,3,exact,0.90,Unvegetated muddy shore,http://eunis.eea.europa.eu/eunishabitats/C3.6,
frisch gepflügtes Feld,1,linked,I1.5,"Bare tilled, fallow or recently abandoned arable land",3,exact,0.95,Bare tilled arable land,http://eunis.eea.europa.eu/eunishabitats/I1.5,
Veronica anagallis,1,linked,C3.4,Species-poor beds of low-growing water-fringing or amphibious vegetation,3,broad,0.70,Water speedwell habitat / amphibious vegetation,http://eunis.eea.europa.eu/eunishabitats/C3.4,
Hollerbäume,1,linked,F3.1,Temperate thickets and scrub,3,close,0.80,Elderberry trees / temperate thickets,http://eunis.eea.europa.eu/eunishabitats/F3.1,
Wasserehrenpreiswiese,1,linked,E3.4,Moist or wet eutrophic and mesotrophic grassland,3,close,0.75,Moist/wet eutrophic grassland with Veronica,http://eunis.eea.europa.eu/eunishabitats/E3.4,
Schilfröhricht,1,linked,C3.21,[Phragmites australis] beds,4,exact,1.00,Phragmites beds,http://eunis.eea.europa.eu/eunishabitats/C3.21,
Gastzimmergarten,1,linked,I2.2,Small-scale ornamental and domestic garden areas,3,close,0.80,Small-scale domestic/ornamental garden,http://eunis.eea.europa.eu/eunishabitats/I2.2,
Weidendschungel,1,linked,F9.2,[Salix] carr and fen scrub,3,close,0.80,Salix carr and fen scrub,http://eunis.eea.europa.eu/eunishabitats/F9.2,
Sturzacker,1,linked,I1.5,"Bare tilled, fallow or recently abandoned arable land",3,exact,0.90,Bare tilled or fallow arable land,http://eunis.eea.europa.eu/eunishabitats/I1.5,
V.B.,1,no_match,,,,none,0.00,"Abbreviation unclear, likely not a habitat",,
Baumhöhle,1,linked,G,"Woodland, forest and other wooded land",1,broad,0.70,"Tree hollow, microhabitat within woodland",http://eunis.eea.europa.eu/eunishabitats/G,
Ahornbeeren am Haus Kruse,1,review,J1.2,Residential buildings of villages and urban peripheries,3,broad,0.60,Maple berries at a house,http://eunis.eea.europa.eu/eunishabitats/J1.2,
Teichdämmen,1,linked,J5.3,Highly artificial non-saline standing waters,3,broad,0.70,Pond dykes/dams,http://eunis.eea.europa.eu/eunishabitats/J5.3,
Uferfelsen,1,linked,H3.2,Basic and ultra-basic inland cliffs,3,close,0.80,Inland cliffs or rocks near water,http://eunis.eea.europa.eu/eunishabitats/H3.2,
Schilf oder an Sträuchern,1,linked,C3.2,Water-fringing reedbeds and tall helophytes other than canes,3,broad,0.70,Reedbeds or shrubs,http://eunis.eea.europa.eu/eunishabitats/C3.2,
Erlen bei der Hecke am Weg,1,linked,FA,Hedgerows,2,broad,0.70,Alders near a pathside hedge,http://eunis.eea.europa.eu/eunishabitats/FA,
Wiese hinter dem Schilf,1,linked,E2,Mesic grasslands,2,close,0.80,Meadow behind the reedbed,http://eunis.eea.europa.eu/eunishabitats/E2,
offenes Wasser,1,linked,C1,Surface standing waters,2,close,0.90,Open standing water,http://eunis.eea.europa.eu/eunishabitats/C1,
trockenen Grashang,1,linked,E1,Dry grasslands,2,close,0.90,Dry grassy slope,http://eunis.eea.europa.eu/eunishabitats/E1,
Eibengebüsch,1,linked,F3,Temperate and mediterranean-montane scrub,2,close,0.80,Yew scrub,http://eunis.eea.europa.eu/eunishabitats/F3,
WT,1,no_match,,,,none,0.00,"Abbreviation, likely not a habitat",,
Wt. und im Wb.,1,no_match,,,,none,0.00,"Abbreviations, likely not habitats",,
Wb. und Ft.,1,no_match,,,,none,0.00,"Abbreviations, likely not habitats",,
"Ft., Vkl., Wb.",1,no_match,,,,none,0.00,"Abbreviations, likely not habitats",,
Dünenwiese,1,linked,B1.4,Coastal stable dune grassland (grey dunes),3,exact,0.90,Coastal dune grassland,http://eunis.eea.europa.eu/eunishabitats/B1.4,
Rohrkolben und Weiden,1,linked,C3.2,Water-fringing reedbeds and tall helophytes other than canes,3,close,0.80,Typha and Salix fringing vegetation,http://eunis.eea.europa.eu/eunishabitats/C3.2,
Eichen-Birken-Bestand,1,linked,G1.8,Acidophilous [Quercus]-dominated woodland,3,exact,0.90,Acidophilous oak-birch woodland,http://eunis.eea.europa.eu/eunishabitats/G1.8,
Buchenschonung,1,linked,G5.7,Coppice and early-stage plantations,3,close,0.80,Young beech plantation/regrowth,http://eunis.eea.europa.eu/eunishabitats/G5.7,
Riet,1,linked,D5,"Sedge and reedbeds, normally without free-standing water",2,exact,0.90,Reed/sedge fen without standing water,http://eunis.eea.europa.eu/eunishabitats/D5,
Altschilf,1,linked,C3.21,[Phragmites australis] beds,4,close,0.90,Old/dry reedbeds,http://eunis.eea.europa.eu/eunishabitats/C3.21,
Kanalrand,1,linked,J5.4,Highly artificial non-saline running waters,3,broad,0.80,Canal bank,http://eunis.eea.europa.eu/eunishabitats/J5.4,
Schlickrand,1,linked,C3.6,Unvegetated or sparsely vegetated shores with soft or mobile sediments,3,close,0.80,Muddy shore,http://eunis.eea.europa.eu/eunishabitats/C3.6,
Altholzgeräumt,1,linked,G5.8,Recently felled areas,3,close,0.80,Recently cleared mature woodland,http://eunis.eea.europa.eu/eunishabitats/G5.8,
Farnwiese,1,linked,E5.3,[Pteridium aquilinum] fields,3,close,0.70,Fern-dominated meadow/field,http://eunis.eea.europa.eu/eunishabitats/E5.3,
Schilfhaufen,1,review,J6.3,Non-agricultural organic waste,3,broad,0.60,Pile of cut reeds,http://eunis.eea.europa.eu/eunishabitats/J6.3,
Schuttkippe,1,linked,J6.1,Waste resulting from building construction or demolition,3,exact,0.90,Debris/rubble dump,http://eunis.eea.europa.eu/eunishabitats/J6.1,
Schloßgarten,1,linked,I2.1,Large-scale ornamental garden areas,3,exact,0.90,Large-scale ornamental garden,http://eunis.eea.europa.eu/eunishabitats/I2.1,
Regenwasserlacke,1,linked,C1.6,"Temporary lakes, ponds and pools",3,close,0.80,Temporary rain puddle,http://eunis.eea.europa.eu/eunishabitats/C1.6,
überschwemmter Weidendschungel,1,linked,F9.2,[Salix] carr and fen scrub,3,close,0.80,Flooded willow carr,http://eunis.eea.europa.eu/eunishabitats/F9.2,
Badestrand,1,linked,C3.6,Unvegetated or sparsely vegetated shores with soft or mobile sediments,3,broad,0.70,Bathing beach (inland),http://eunis.eea.europa.eu/eunishabitats/C3.6,
Zeder,1,review,G3.F,Highly artificial coniferous plantations,3,broad,0.60,"Cedar tree, likely planted",http://eunis.eea.europa.eu/eunishabitats/G3.F,
Bergbächlein,1,linked,C2.2,"Permanent non-tidal, fast, turbulent watercourses",3,close,0.90,Mountain brook,http://eunis.eea.europa.eu/eunishabitats/C2.2,
Lindenstraße,1,linked,G5.1,Lines of trees,3,broad,0.80,Avenue of lime trees,http://eunis.eea.europa.eu/eunishabitats/G5.1,
Wassergraben,1,linked,J5.4,Highly artificial non-saline running waters,3,close,0.80,Artificial ditch,http://eunis.eea.europa.eu/eunishabitats/J5.4,
Äcker und Wiesen,1,linked,X07,Intensively-farmed crops interspersed with strips of natural and/or semi-natural vegetation,2,close,0.80,Arable land and meadows mosaic,http://eunis.eea.europa.eu/eunishabitats/X07,
Schilfboden,1,linked,D5.1,Reedbeds normally without free-standing water,3,exact,0.90,Reedbeds normally without free-standing water,http://eunis.eea.europa.eu/eunishabitats/D5.1,
Dornbüschen,1,linked,F3.1,Temperate thickets and scrub,3,close,0.90,"Temperate thickets and scrub, often thorny",http://eunis.eea.europa.eu/eunishabitats/F3.1,
Bachsammler,1,linked,J5.4,Highly artificial non-saline running waters,3,broad,0.70,Artificial non-saline running waters / drainage,http://eunis.eea.europa.eu/eunishabitats/J5.4,
Schneefeld,1,linked,H4.1,Snow packs,3,exact,1.00,Snow packs,http://eunis.eea.europa.eu/eunishabitats/H4.1,
verunreinigte Stellen,1,review,J6,Waste deposits,2,broad,0.60,Waste deposits or polluted sites,http://eunis.eea.europa.eu/eunishabitats/J6,
Seerosenfelder,1,linked,C1,Surface standing waters,2,broad,0.80,Vegetation of standing waterbodies,http://eunis.eea.europa.eu/eunishabitats/C1,
Schonung,1,linked,G5.7,Coppice and early-stage plantations,3,close,0.80,Coppice and early-stage plantations,http://eunis.eea.europa.eu/eunishabitats/G5.7,
Birkenpflanzung,1,linked,G1.C,Highly artificial broadleaved deciduous forestry plantations,3,close,0.80,Artificial broadleaved deciduous forestry plantations,http://eunis.eea.europa.eu/eunishabitats/G1.C,
Fichtenlockwald,1,linked,G3.1,[Abies] and [Picea] woodland,3,close,0.80,Lockerer Fichtenwald (Abies and Picea woodland),http://eunis.eea.europa.eu/eunishabitats/G3.1,
Aktinidienbüschgebiet,1,linked,FB.3,"Shrub plantations for ornamental purposes or for fruit, other than vineyards",3,close,0.80,Kiwi shrub plantations,http://eunis.eea.europa.eu/eunishabitats/FB.3,
Grauerlen,1,linked,G1.1,"Riparian and gallery woodland, with dominant [Alnus], [Betula], [Populus] or [Salix]",3,close,0.90,Alnus incana riparian woodland,http://eunis.eea.europa.eu/eunishabitats/G1.1,
Feldwiese,1,linked,E2.2,Low and medium altitude hay meadows,3,close,0.80,Low and medium altitude hay meadows,http://eunis.eea.europa.eu/eunishabitats/E2.2,
Küchenfenster,1,linked,J1,"Buildings of cities, towns and villages",2,broad,0.90,Part of a residential building,http://eunis.eea.europa.eu/eunishabitats/J1,
nasse Kulturen,1,linked,I1.4,"Inundated or inundatable croplands, including rice fields",3,close,0.70,Inundated or wet croplands,http://eunis.eea.europa.eu/eunishabitats/I1.4,
"Haus, Gärten, Forst",1,review,X11,Large parks,2,broad,0.50,"Mosaic of buildings, gardens and woodland",http://eunis.eea.europa.eu/eunishabitats/X11,
Futterkasten,1,linked,I2.2,Small-scale ornamental and domestic garden areas,3,broad,0.80,Feeding station in domestic garden,http://eunis.eea.europa.eu/eunishabitats/I2.2,
Schutthaufen,1,linked,J6.1,Waste resulting from building construction or demolition,3,close,0.80,Waste resulting from building construction,http://eunis.eea.europa.eu/eunishabitats/J6.1,
Buchenschlag,1,linked,G5.8,Recently felled areas,3,close,0.90,Recently felled Fagus area,http://eunis.eea.europa.eu/eunishabitats/G5.8,
Bäume beim Hof,1,linked,G5.1,Lines of trees,3,close,0.80,Lines of trees or small group near farm,http://eunis.eea.europa.eu/eunishabitats/G5.1,
beim Hof,1,linked,J2.4,Agricultural constructions,3,broad,0.80,Agricultural constructions and surroundings,http://eunis.eea.europa.eu/eunishabitats/J2.4,
Hofdach,1,linked,J2.4,Agricultural constructions,3,broad,0.90,Roof of agricultural building,http://eunis.eea.europa.eu/eunishabitats/J2.4,
Lattenzaun am Bauhof,1,linked,J2.5,Constructed boundaries,3,broad,0.80,Constructed boundary at depot,http://eunis.eea.europa.eu/eunishabitats/J2.5,
Trottoir,1,linked,J4.6,Pavements and recreation areas,3,exact,0.90,Pavements and recreation areas,http://eunis.eea.europa.eu/eunishabitats/J4.6,
Fahrradweg,1,linked,J4.2,Road networks,3,close,0.80,Road networks / cycle path,http://eunis.eea.europa.eu/eunishabitats/J4.2,
